"id","username","date","time","tweet","replies_count","retweets_count","likes_count","mentions"
1.16936e18,"realdonaldtrump",2019-09-05,"05:08:58","1. Which country has the largest carbon emission reduction?

AMERICA!

2. Who has dumped the most carbon into the air?  
 
CHINA!

3. 91% of the world’s population are exposed to air pollution above the World Health Organization’s suggested level.  
 
NONE ARE IN THE U.S.A.!",2142,10257,31427,"[]"
1.16925e18,"realdonaldtrump",2019-09-04,"22:18:05","....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They’re sitting there and saying, gee, are we next? Maybe you are! We’ve got to change the rules. The U.S. can’t defend the world and pay for it....",2095,10746,52061,"[]"
1.16925e18,"realdonaldtrump",2019-09-04,"22:18:04","“The Chinese are very adept at not accepting anything. You’ve got to be very tough, and that’s what Trump is doing. It’s in China’s interest to correct, and I think we’ll end up with a solution that’s dramatically better than we have today. Frankly, I think the impact of what...",7131,15780,74541,"[]"
1.16925e18,"realdonaldtrump",2019-09-04,"21:52:58","“U.S. Winning Trade War With China In Dollars.” CNBC",6597,12111,57245,"[]"
1.16888e18,"realdonaldtrump",2019-09-03,"21:33:16","For all of the “geniuses” out there, many who have been in other administrations and “taken to the cleaners” by China, that want me to get together with the EU and others to go after China Trade practices remember, the EU & all treat us VERY unfairly on Trade also. Will change!",9069,15419,65929,"[]"
1.16887e18,"realdonaldtrump",2019-09-03,"21:12:02","....And then, think what happens to China when I win. Deal would get MUCH TOUGHER! In the meantime, China’s Supply Chain will crumble and businesses, jobs and money will be gone!",6865,11810,58775,"[]"
1.16887e18,"realdonaldtrump",2019-09-03,"21:12:02","We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of “ripoff USA”($600 B/year),16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot....",6912,15536,76293,"[]"
1.16814e18,"realdonaldtrump",2019-09-01,"20:25:29","....is about American Freedom. Redirect the supply chain. There is no reason to buy everything from China!",4560,11028,54526,"[]"
1.16814e18,"realdonaldtrump",2019-09-01,"20:25:28","Peter Morici, Economist: Tariffs will not impact American consumers that much because the Chinese currency has gone down, which gives our importers a discount. Importers can find suppliers outside of China. Absolutely worth it, we don’t want to be servants to the Chinese! This...",5390,13475,62414,"[]"
1.16787e18,"realdonaldtrump",2019-09-01,"02:29:37","Just watched Congresswoman Debbie Dingell, and many other Democrats, wanting to give up on our very successful Trade battle with China, which has had its worst Economic year in memory (and getting worse). We are taking in $Billions. Will be big for Farmers and ALL!",11901,14399,64325,"[]"
1.16741e18,"realdonaldtrump",2019-08-30,"20:06:41","General Motors, which was once the Giant of Detroit, is now one of the smallest auto manufacturers there. They moved major plants to China, BEFORE I CAME INTO OFFICE. This was done despite the saving help given them by the USA. Now they should start moving back to America again?",9592,15821,74816,"[]"
1.16668e18,"realdonaldtrump",2019-08-28,"20:06:23","So interesting to read and see all of the free and interesting advice I am getting on China, from people who have tried to handle it before and failed miserably - In fact, they got taken to the cleaners. We are doing very well with China. This has never happened to them before!",13077,22442,106203,"[]"
1.16576e18,"realdonaldtrump",2019-08-26,"07:10:47","In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders, and many others, are getting a major case study of Fake News at it’s finest! They’ve got it all wrong, from Iran, to China Tariffs, to Boris!",17830,21029,82013,"[]"
1.16528e18,"realdonaldtrump",2019-08-24,"23:00:34","When I looked up to the sky and jokingly said “I am the chosen one,” at a press conference two days ago, referring to taking on Trade with China, little did I realize that the media would claim that I had a “Messiah complex.” They knew I was kidding, being sarcastic, and just....",25059,24474,129652,"[]"
1.16511e18,"realdonaldtrump",2019-08-24,"11:58:32","For all of the Fake News Reporters that don’t have a clue as to what the law is relative to Presidential powers, China, etc., try looking at the Emergency Economic Powers Act of 1977. Case closed!",22127,21453,86286,"[]"
1.16501e18,"realdonaldtrump",2019-08-24,"05:00:33","...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from September 1st at 10%, will now be taxed at 15%. Thank you for your attention to this matter!",11602,15673,69831,"[]"
1.16501e18,"realdonaldtrump",2019-08-24,"05:00:33","...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States product (politically motivated!). Starting on October 1st, the 250 BILLION DOLLARS of goods and products from China, currently being taxed at 25%, will be taxed at 30%...",3910,14294,63403,"[]"
1.16501e18,"realdonaldtrump",2019-08-24,"05:00:32","....Sadly, past Administrations have allowed China to get so far ahead of Fair and Balanced Trade that it has become a great burden to the American Taxpayer. As President, I can no longer allow this to happen! In the spirit of achieving Fair Trade, we must Balance this very....",1647,7166,27839,"[]"
1.16501e18,"realdonaldtrump",2019-08-24,"05:00:32","For many years China (and many other countries) has been taking advantage of the United States on Trade, Intellectual Property Theft, and much more. Our Country has been losing HUNDREDS OF BILLIONS OF DOLLARS a year to China, with no end in sight....",10440,19331,83059,"[]"
1.16491e18,"realdonaldtrump",2019-08-23,"22:59:05","....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100,000 Americans a year. President Xi said this would stop - it didn’t. Our Economy, because of our gains in the last 2 1/2 years, is MUCH larger than that of China. We will keep it that way!",14125,20333,89482,"[]"
1.16491e18,"realdonaldtrump",2019-08-23,"22:59:04","....your companies HOME and making your products in the USA. I will be responding to China’s Tariffs this afternoon. This is a GREAT opportunity for the United States. Also, I am ordering all carriers, including Fed Ex, Amazon, UPS and the Post Office, to SEARCH FOR & REFUSE,....",10496,17796,79223,"[]"
1.16491e18,"realdonaldtrump",2019-08-23,"22:59:04","....better off without them. The vast amounts of money made and stolen by China from the United States, year after year, for decades, will and must STOP. Our great American companies are hereby ordered to immediately start looking for an alternative to China, including bringing..",17993,13670,52517,"[]"
1.16491e18,"realdonaldtrump",2019-08-23,"22:59:03","Our Country has lost, stupidly, Trillions of Dollars with China over many years. They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year, & they want to continue. I won’t let that happen! We don’t need China and, frankly, would be far....",25458,32073,128151,"[]"
1.16416e18,"realdonaldtrump",2019-08-21,"20:52:27","Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He’s like a golfer who can’t putt, has no touch. Big U.S. growth if he does the right thing, BIG CUT - but don’t count on him! So far he has called it wrong, and only let us down....",8366,13722,63368,"[]"
1.16317e18,"realdonaldtrump",2019-08-19,"03:24:09","Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!",14938,16944,73373,"[]"
1.16316e18,"realdonaldtrump",2019-08-19,"02:27:56","We are doing very well with China, and talking!",11916,13267,80913,"[]"
1.1621e18,"realdonaldtrump",2019-08-16,"04:14:16","“If they don’t get this Trade Deal with the U.S. done, China could have it first recession (or worse!) in years. There’s disinvestment in China right now. Also, the Fed is too tight (I agree).” Steve Moore, Heritage Foundation",7724,14154,62078,"[]"
1.16208e18,"realdonaldtrump",2019-08-16,"03:29:19","Biden doesn’t have a clue! I will solve the China problem.  https://twitter.com/kimguilfoyle/status/1161681065104347136 …",10473,12498,53867,"[]"
1.16204e18,"realdonaldtrump",2019-08-16,"00:52:53","The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade, and everyone knows that, including China!",23648,19637,76030,"[]"
1.16177e18,"realdonaldtrump",2019-08-15,"06:59:13","I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a “tough business.” I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem, he can do it. Personal meeting?",26901,21484,99926,"[]"
